id,name,label
QG001,根,植物器官
QG002,茎,植物器官
QG003,叶片,植物器官
QG004,穗,植物器官
QG005,花,植物器官
QG006,种子,植物器官
QG007,秧苗,植物器官
QG008,叶鞘,植物器官
QG009,籽粒,植物器官
QG010,分蘖,植物器官
QG011,芽鞘,植物器官
QG012,护颖,植物器官
QG013,颖壳,植物器官
